time,rpm,speed
67.3,0,29
67.4,0,29
67.5,0,28
67.6,0,28
67.7,0,29
67.8,0,29
67.9,0,29
68,0,29
68.1,0,29
68.2,0,29
68.3,0,29
68.4,0,28
68.5,0,28
68.6,0,28
68.7,0,28
68.8,0,28
68.9,0,28
69,0,28
69.1,0,28
69.2,0,28
69.3,0,28
69.4,0,28
69.5,0,28
69.6,0,28
69.7,0,28
69.8,0,28
69.9,0,28
70,0,28
70.1,0,28
70.2,0,28
70.3,0,28
70.4,0,28
70.5,0,28
70.6,0,28
70.7,0,28
70.8,0,28
70.9,0,28
71,0,28
71.1,0,28
71.2,0,28
71.3,0,28
71.4,0,28
71.5,0,27
71.6,0,27
71.7,0,27
71.8,0,28
71.9,0,28
72,0,28
72.1,0,28
72.2,0,28
72.3,0,28
72.4,0,28
72.5,0,28
72.6,0,28
72.7,0,27
72.8,0,27
72.9,0,27
73,0,27
73.1,0,27
73.2,0,27
73.3,0,27
73.4,0,27
73.5,0,27
73.6,0,27
73.7,0,27
73.8,0,27
73.9,0,27
74,0,27
74.1,0,27
74.2,0,27
74.3,0,27
74.4,0,27
74.5,0,27
74.6,0,26
74.7,0,26
74.8,0,27
74.9,0,27
75,0,27
75.1,0,27
75.2,0,27
75.3,0,27
75.4,0,27
75.5,0,27
75.6,0,27
75.7,0,27
75.8,0,27
75.9,0,27
76,0,27
76.1,0,26
76.2,0,26
76.3,0,26
76.4,0,26
76.5,0,26
76.6,0,26
76.7,0,26
76.8,0,27
76.9,0,27
77,0,26
77.1,0,26
77.2,0,26
77.3,0,26
77.4,0,26
77.5,0,26
77.6,0,26
77.7,0,26
77.8,0,26
77.9,0,25
78,0,25
78.1,0,25
78.2,0,25
78.3,0,25
78.4,0,25
78.5,0,25
78.6,0,25
78.7,0,25
78.8,0,26
78.9,0,26
79,0,26
79.1,0,26
79.2,0,26
79.3,0,26
79.4,0,26
79.5,0,26
79.6,0,26
79.7,0,26
79.8,0,26
79.9,0,26
80,0,26
80.1,0,26
80.2,0,26
80.3,0,26
80.4,0,26
80.5,0,26
80.6,0,26
80.7,0,26
80.8,0,26
80.9,0,26
81,0,25
81.1,0,25
81.2,0,25
81.3,0,25
81.4,0,25
81.5,0,25
81.6,0,25
81.7,0,25
81.8,0,25
81.9,0,25
82,0,25
82.1,0,25
82.2,0,25
82.3,0,25
82.4,0,25
82.5,0,25
82.6,0,25
82.7,0,25
82.8,0,25
82.9,0,25
83,0,25
83.1,0,25
83.2,0,25
83.3,0,25
83.4,0,25
83.5,0,25
83.6,0,25
83.7,0,25
83.8,0,25
83.9,0,25
84,0,25
84.1,0,25
84.2,0,25
84.3,0,25
84.4,0,25
84.5,0,25
84.6,0,25
84.7,0,25
84.8,0,25
84.9,0,25
85,0,25
85.1,0,25
85.2,0,25
85.3,0,25
85.4,0,25
85.5,0,25
85.6,0,25
85.7,0,25
85.8,0,25
85.9,0,25
86,0,25
86.1,0,25
86.2,0,25
86.3,0,25
86.4,0,24
86.5,0,24
86.6,0,24
86.7,0,24
86.8,0,24
86.9,0,24
87,0,24
87.1,0,24
87.2,0,24
87.3,0,24
87.4,0,24
87.5,0,24
87.6,0,24
87.7,0,24
87.8,0,24
87.9,0,24
88,0,24
88.1,0,24
88.2,0,24
88.3,0,24
88.4,0,24
88.5,0,24
88.6,0,24
88.7,0,24
88.8,0,24
88.9,0,24
89,0,24
89.1,0,24
89.2,0,24
89.3,0,24
89.4,0,24
89.5,0,24
89.6,0,24
89.7,0,24
89.8,0,23
89.9,0,23
90,0,23
90.1,0,23
90.2,0,23
90.3,0,23
90.4,0,23
90.5,0,23
90.6,0,23
90.7,0,23
90.8,0,23
90.9,0,23
91,0,23
91.1,0,23
91.2,0,23
91.3,0,23
91.4,0,23
91.5,0,23
91.6,0,23
91.7,0,23
91.8,0,23
91.9,0,23
92,0,23
92.1,0,23
92.2,0,23
92.3,0,23
92.4,0,23
92.5,0,23
92.6,0,23
92.7,0,23
92.8,0,23
92.9,0,23
93,0,23
93.1,0,23
93.2,0,23
93.3,0,23
93.4,0,23
93.5,0,23
93.6,0,23
93.7,0,23
93.8,0,23
93.9,0,23
94,0,22
94.1,0,22
94.2,0,22
94.3,0,22
94.4,0,22
94.5,0,22
94.6,0,22
94.7,0,22
94.8,0,22
94.9,0,22
95,0,22
95.1,0,22
95.2,0,22
95.3,0,22
95.4,0,22
95.5,0,22
95.6,0,22
95.7,0,22
95.8,0,22
95.9,0,22
96,0,22
96.1,0,22
96.2,0,22
96.3,0,22
96.4,0,22
96.5,0,22
96.6,0,22
96.7,0,22
96.8,0,22
96.9,0,22
97,0,22
97.1,0,22
97.2,0,22
97.3,0,22
97.4,0,22
97.5,0,22
97.6,0,22
97.7,0,22
97.8,0,21
97.9,0,21
98,0,21
98.1,0,21
98.2,0,21
98.3,0,21
98.4,0,21
98.5,0,21
98.6,0,21
98.7,0,21
98.8,0,21
98.9,0,21
99,0,21
99.1,0,21
99.2,0,21
99.3,0,21
99.4,0,21
99.5,0,21
99.6,0,21
99.7,0,21
99.8,0,21
99.9,0,21
100,0,21
100.1,0,21
100.2,0,21
100.3,0,21
100.4,0,21
100.5,0,21
100.6,0,21
100.7,0,21
100.8,0,21
100.9,0,21
101,0,21
101.1,0,21
101.2,0,21
101.3,0,21
101.4,0,20
101.5,0,20
101.6,0,20
101.7,0,21
101.8,0,21
101.9,0,21
102,0,21
102.1,0,21
102.2,0,21
102.3,0,21
102.4,0,21
102.5,0,21
102.6,0,21
102.7,0,21
102.8,0,21
102.9,0,21
103,0,21
103.1,0,21
103.2,0,21
103.3,0,21
103.4,0,21
103.5,0,21
103.6,0,21
103.7,0,21
103.8,0,21
103.9,0,20
104,0,20
104.1,0,20
104.2,0,20
104.3,0,20
104.4,0,20
104.5,0,20
104.6,0,20
104.7,0,20
104.8,0,20
104.9,0,20
105,0,20
105.1,0,20
105.2,0,20
105.3,0,20
105.4,0,20
105.5,0,20
105.6,0,20
105.7,0,20
105.8,0,20
105.9,0,20
106,0,20
106.1,0,20
106.2,0,20
106.3,0,20
106.4,0,20
106.5,0,20
106.6,0,20
106.7,0,20
106.8,0,20
106.9,0,20
107,0,20
107.1,0,20
107.2,0,20
107.3,0,20
107.4,0,20
107.5,0,20
107.6,0,20
107.7,0,20
107.8,0,20
107.9,0,20
108,0,20
108.1,0,9
108.2,0,9
108.3,0,20
108.4,0,20
108.5,0,20
108.6,0,20
108.7,0,20
108.8,0,20
108.9,0,20
109,0,9
109.1,0,9
109.2,0,9
109.3,0,19
109.4,0,19
109.5,0,19
109.6,0,19
109.7,0,19
109.8,0,19
109.9,0,19
110,0,20
110.1,0,20
110.2,0,20
110.3,0,20
110.4,0,20
110.5,0,20
110.6,0,20
110.7,0,20
110.8,0,20
110.9,0,20
111,0,20
111.1,0,20
111.2,0,20
111.3,0,20
111.4,0,20
111.5,0,20
111.6,0,20
111.7,0,20
111.8,0,20
111.9,0,20
112,0,20
112.1,0,20
112.2,0,19
112.3,0,19
112.4,0,19
112.5,0,19
112.6,0,19
112.7,0,19
112.8,0,19
112.9,0,19
113,0,19
113.1,0,19
113.2,0,19
113.3,0,19
113.4,0,19
113.5,0,18
113.6,0,18
113.7,0,18
113.8,0,18
113.9,0,18
114,0,18
114.1,0,18
114.2,0,18
114.3,0,18
114.4,0,18
114.5,0,18
114.6,0,18
114.7,0,18
114.8,0,18
114.9,0,18
115,0,18
115.1,0,18
115.2,0,18
115.3,0,18
115.4,0,18
115.5,0,18
115.6,0,18
115.7,0,18
115.8,0,18
115.9,0,18
116,0,18
116.1,0,18
116.2,0,18
116.3,0,18
116.4,0,17
116.5,0,17
116.6,0,17
116.7,0,17
116.8,0,17
116.9,0,17
117,0,17
117.1,0,17
117.2,0,17
117.3,0,17
117.4,0,17
117.5,0,16
117.6,0,16
117.7,0,16
117.8,0,16
117.9,0,16
118,0,16
118.1,0,16
118.2,0,16
118.3,0,16
118.4,0,16
118.5,0,16
118.6,0,16
118.7,0,16
118.8,0,16
118.9,0,16
119,0,16
119.1,0,16
119.2,0,16
119.3,0,16
119.4,0,16
119.5,0,16
119.6,0,16
119.7,0,16
119.8,0,16
119.9,0,16
120,0,16
120.1,0,16
120.2,0,16
120.3,0,16
120.4,0,16
120.5,0,16
120.6,0,16
120.7,0,16
120.8,0,16
120.9,0,16
121,0,16
121.1,0,16
121.2,0,16
121.3,0,16
121.4,0,16
121.5,0,16
121.6,0,16
121.7,0,16
121.8,0,16
121.9,0,16
122,0,16
122.1,0,16
122.2,0,16
122.3,0,15
122.4,0,15
122.5,0,15
122.6,0,15
122.7,0,15
122.8,0,15
122.9,0,15
123,0,15
123.1,0,15
123.2,0,15
123.3,0,15
123.4,0,15
123.5,0,15
123.6,0,15
123.7,0,15
123.8,0,15
123.9,0,15
124,0,15
124.1,0,15
124.2,0,15
124.3,0,15
124.4,0,15
124.5,0,15
124.6,0,15
124.7,0,15
124.8,0,15
124.9,0,15
125,0,15
125.1,0,15
125.2,0,15
125.3,0,15
125.4,0,15
125.5,0,15
125.6,0,15
125.7,0,15
125.8,0,15
125.9,0,15
126,0,15
126.1,0,15
126.2,0,15
126.3,0,15
126.4,0,15
126.5,0,15
126.6,0,15
126.7,0,15
126.8,0,15
126.9,0,15
127,0,15
127.1,0,15
127.2,0,15
127.3,0,15
127.4,0,15
127.5,0,15
127.6,0,15
127.7,0,15
127.8,0,15
127.9,0,15
128,0,15
128.1,0,15
128.2,0,15
128.3,0,15
128.4,0,15
128.5,0,15
128.6,0,15
128.7,0,15
128.8,0,15
128.9,0,15
129,0,15
129.1,0,15
129.2,0,15
129.3,0,15
129.4,0,15
129.5,0,15
129.6,0,15
129.7,0,15
129.8,0,15
129.9,0,15
130,720,15
130.1,720,14
130.2,720,14
130.3,720,14
130.4,720,14
130.5,720,14
130.6,720,14
130.7,720,14
130.8,720,14
130.9,720,16
131,2880,16
131.1,2880,16
131.2,2880,16
131.3,2880,19
131.4,2880,21
131.5,2880,21
131.6,2880,21
131.7,2880,21
131.8,2880,23
131.9,2880,23
132,3840,23
132.1,3840,25
132.2,3840,25
132.3,3840,27
132.4,3840,27
132.5,3840,29
132.6,3840,29
132.7,3840,29
132.8,3840,29
132.9,3840,32
133,3840,32
133.1,3840,32
133.2,3840,33
133.3,3840,32
133.4,3840,32
133.5,3840,32
133.6,3840,32
133.7,3840,32
133.8,3840,32
133.9,3840,32
134,480,32
134.1,480,32
134.2,480,32
134.3,480,32
134.4,480,32
134.5,480,32
134.6,480,32
134.7,480,32
134.8,480,32
134.9,480,32
135,240,32
135.1,240,32
135.2,240,32
135.3,240,32
135.4,240,31
135.5,240,31
135.6,240,32
135.7,240,32
135.8,240,31
135.9,240,31
136,0,31
136.1,0,31
136.2,0,31
136.3,0,31
136.4,0,31
136.5,0,31
136.6,0,31
136.7,0,31
136.8,0,31
136.9,0,31
137,0,31
137.1,0,31
137.2,0,31
137.3,0,31
137.4,0,31
137.5,0,31
137.6,0,31
137.7,0,31
137.8,0,31
137.9,0,31
138,0,31
138.1,0,31
138.2,0,31
138.3,0,31
138.4,0,31
138.5,0,31
138.6,0,31
138.7,0,31
138.8,0,31
138.9,0,30
139,0,30
139.1,0,30
139.2,0,30
139.3,0,30
139.4,0,30
139.5,0,30
139.6,0,30
139.7,0,30
139.8,0,30
139.9,0,30
140,0,30
140.1,0,30
140.2,0,30
140.3,0,30
140.4,0,30
140.5,0,30
140.6,0,30
140.7,0,30
140.8,0,30
140.9,0,30
141,0,30
141.1,0,30
141.2,0,29
141.3,0,29
141.4,0,29
141.5,0,29
141.6,0,29
141.7,0,29
141.8,0,29
141.9,0,29
142,0,29
142.1,0,28
142.2,0,28
142.3,0,29
142.4,0,29
142.5,0,29
142.6,0,29
142.7,0,29
142.8,0,29
142.9,0,29
143,0,29
143.1,0,29
143.2,0,29
143.3,0,29
143.4,0,14
143.5,0,14
143.6,0,29
143.7,0,29
143.8,0,28
143.9,0,28
144,0,28
144.1,0,28
144.2,0,28
144.3,0,28
144.4,0,28
144.5,0,28
144.6,0,27
144.7,0,27
144.8,0,27
144.9,0,27
145,0,27
145.1,0,27
145.2,0,27
145.3,0,9
145.4,0,9
145.5,0,28
145.6,0,28
145.7,0,28
145.8,0,27
145.9,0,27
146,0,27
146.1,0,27
146.2,0,27
146.3,0,27
146.4,0,27
146.5,0,27
146.6,0,27
146.7,0,26
146.8,0,26
146.9,0,27
147,0,27
147.1,0,27
147.2,0,27
147.3,0,27
147.4,0,27
147.5,0,27
147.6,0,27
147.7,0,27
147.8,0,27
147.9,0,27
148,0,27
148.1,0,26
148.2,0,26
148.3,0,27
148.4,0,27
148.5,0,27
148.6,0,26
148.7,0,26
148.8,0,26
148.9,0,26
149,0,26
149.1,0,26
149.2,0,26
149.3,0,26
149.4,0,25
149.5,0,25
149.6,0,26
149.7,0,26
149.8,0,26
149.9,0,25
150,0,26
150.1,0,26
150.2,0,26
150.3,0,26
150.4,0,26
150.5,0,26
150.6,0,26
150.7,0,26
150.8,0,26
150.9,0,26
151,0,26
151.1,0,26
151.2,0,26
151.3,0,26
151.4,0,26
151.5,0,26
151.6,0,26
151.7,0,26
151.8,0,25
151.9,0,25
152,0,25
152.1,0,25
152.2,0,25
152.3,0,24
152.4,0,24
152.5,0,24
152.6,0,25
152.7,0,25
152.8,0,25
152.9,0,25
153,0,25
153.1,0,25
153.2,0,25
153.3,0,25
153.4,0,25
153.5,0,25
153.6,0,25
153.7,0,25
153.8,0,25
153.9,0,25
154,0,25
154.1,0,25
154.2,0,25
154.3,0,25
154.4,0,24
154.5,0,24
154.6,0,24
154.7,0,24
154.8,0,24
154.9,0,24
155,0,24
155.1,0,24
155.2,0,24
155.3,0,24
155.4,0,24
155.5,0,24
155.6,0,24
155.7,0,24
155.8,0,24
155.9,0,24
156,0,24
156.1,0,24
156.2,0,24
156.3,0,24
156.4,0,24
156.5,0,24
156.6,0,24
156.7,0,24
156.8,0,24
156.9,0,24
157,0,24
157.1,0,24
157.2,0,24
157.3,0,24
157.4,0,24
157.5,0,24
157.6,0,23
157.7,0,23
157.8,0,23
157.9,0,23
158,0,23
158.1,0,23
158.2,0,23
158.3,0,23
158.4,0,23
158.5,0,23
158.6,0,23
158.7,0,23
158.8,0,23
158.9,0,23
159,0,23
159.1,0,23
159.2,0,23
159.3,0,23
159.4,0,23
159.5,0,23
159.6,0,23
159.7,0,23
159.8,0,23
159.9,0,23
160,0,23
160.1,0,23
160.2,0,23
160.3,0,11
160.4,0,11
160.5,0,11
160.6,0,11
160.7,0,22
160.8,0,22
160.9,0,22
161,0,22
161.1,0,22
161.2,0,22
161.3,0,22
161.4,0,22
161.5,0,22
161.6,0,22
161.7,0,22
161.8,0,22
161.9,0,22
162,0,22
162.1,0,22
162.2,0,22
162.3,0,22
162.4,0,22
162.5,0,22
162.6,0,22
162.7,0,22
162.8,1680,22
162.9,1680,22
163,1680,22
163.1,1680,22
163.2,1680,24
163.3,1680,24
163.4,1680,24
163.5,1680,25
163.6,1680,25
163.7,1680,27
163.8,4080,27
163.9,4080,27
164,4080,29
164.1,4080,29
164.2,4080,30
164.3,4080,30
164.4,4080,31
164.5,4080,31
164.6,4080,31
164.7,4080,31
164.8,1920,31
164.9,1920,31
165,1920,31
165.1,1920,31
165.2,1920,31
165.3,1920,31
165.4,1920,31
165.5,1920,31
165.6,1920,31
165.7,1920,31
165.8,360,31
165.9,360,15
166,360,15
166.1,360,31
166.2,360,31
166.3,360,31
166.4,360,31
166.5,360,31
166.6,360,31
166.7,360,31
166.8,0,31
166.9,0,31
167,0,31
167.1,0,31
167.2,0,31
167.3,0,31
167.4,0,30
167.5,0,30
167.6,0,31
167.7,0,30
167.8,0,30
167.9,0,30
168,0,30
168.1,0,30
168.2,0,30
168.3,0,30
168.4,0,30
168.5,0,30
168.6,0,30
168.7,0,29
168.8,0,29
168.9,0,30
169,0,30
169.1,0,30
169.2,0,30
169.3,0,14
169.4,0,14
169.5,0,29
169.6,0,29
169.7,0,29
169.8,0,29
169.9,0,29
170,0,29
170.1,0,29
170.2,0,29
170.3,0,29
170.4,0,29
170.5,0,29
170.6,0,29
170.7,0,29
170.8,0,29
170.9,0,29
171,0,29
171.1,0,29
171.2,0,29
171.3,0,29
171.4,0,29
171.5,0,29
171.6,0,29
171.7,0,29
171.8,0,29
171.9,0,28
172,0,28
172.1,0,28
172.2,0,28
172.3,0,28
172.4,0,28
172.5,0,28
172.6,0,14
172.7,0,14
172.8,0,14
172.9,0,27
173,0,27
173.1,0,28
173.2,0,28
173.3,0,27
173.4,0,27
173.5,0,27
173.6,0,28
173.7,0,28
173.8,0,28
173.9,0,28
174,0,28
174.1,0,28
174.2,0,28
174.3,0,28
174.4,0,28
174.5,0,28
174.6,0,28
174.7,0,27
174.8,0,27
174.9,0,27
175,0,27
175.1,0,27
175.2,0,27
175.3,0,27
175.4,0,27
175.5,0,27
175.6,0,27
175.7,0,27
175.8,0,27
175.9,0,27
176,0,27
176.1,0,27
176.2,0,27
176.3,0,27
176.4,0,27
176.5,0,27
176.6,0,27
176.7,0,27
176.8,0,13
176.9,0,13
177,0,13
177.1,0,27
177.2,0,27
177.3,0,26
177.4,0,26
177.5,0,26
